id_lista,nombre_representante,distrito_familia,producto,cantidad,prioridad,precio_soles,nombre_tienda,tipo,distrito_tienda,fecha
261,Ana Torres,Pueblo Libre,Azúcar (kg),2.0,Media,3.5,Metro San Borja,Supermercado,San Borja,2025-07-01
262,Carlos López,San Borja,Pasta (paquete),3.0,Baja,2.1,Vivanda La Molina,Supermercado,La Molina,2025-07-01
263,Laura Sánchez,Lince,Frijoles (kg),2.0,Alta,4.1,Tottus Lince,Supermercado,Lince,2025-07-01
264,Kevin Pardo,Miraflores,Papa (kg),3.0,Media,1.1,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-30
265,María Quispe,San Martín de Porres,Cebolla (kg),2.0,Alta,1.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-30
266,José García,San Isidro,Atún (lata),3.0,Media,5.4,Wong San Isidro,Supermercado,San Isidro,2025-06-30
267,Ana Torres,Pueblo Libre,Galletas (paquete),2.0,Baja,3.1,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-06-29
268,Carlos López,San Borja,Jugo (litro),2.0,Media,4.6,Bodega La Esquina,Bodega,Miraflores,2025-06-29
269,Laura Sánchez,Lince,Café (paquete),1.0,Alta,14.0,Tottus Jesús María,Supermercado,Jesús María,2025-06-29
27,Laura Sánchez,Lince,Yogurt (unidad),3.0,Baja,3.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-17
270,Kevin Pardo,Miraflores,Té (paquete),1.0,Baja,2.6,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-28
271,María Quispe,San Martín de Porres,Harina (kg),2.0,Media,3.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-28
272,José García,San Isidro,Sal (kg),1.0,Alta,0.6,Wong San Isidro,Supermercado,San Isidro,2025-06-28
273,Ana Torres,Pueblo Libre,Mayonesa (frasco),1.0,Baja,5.1,Metro San Borja,Supermercado,San Borja,2025-06-27
274,Carlos López,San Borja,Ketchup (frasco),1.0,Media,4.1,Vivanda La Molina,Supermercado,La Molina,2025-06-27
275,Laura Sánchez,Lince,Lentejas (kg),2.0,Alta,3.9,Tottus Lince,Supermercado,Lince,2025-06-27
276,Kevin Pardo,Miraflores,Shampoo (frasco),1.0,Baja,11.0,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-26
277,María Quispe,San Martín de Porres,Papel higiénico (paquete),2.0,Alta,7.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-26
278,José García,San Isidro,Queso (kg),1.0,Media,19.0,Wong San Isidro,Supermercado,San Isidro,2025-06-26
279,Ana Torres,Pueblo Libre,Yogurt (unidad),3.0,Baja,2.6,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-06-25
28,Kevin Pardo,Miraflores,Manzana (kg),2.0,Alta,6.0,Tottus San Isidro,Supermercado,San Isidro,2025-09-17
280,Carlos López,San Borja,Manzana (kg),2.0,Alta,5.1,Bodega La Esquina,Bodega,Miraflores,2025-06-25
281,Laura Sánchez,Lince,Arroz (kg),3.0,Alta,3.2,Tottus Jesús María,Supermercado,Jesús María,2025-06-25
282,Kevin Pardo,Miraflores,Leche evaporada 400g,2.0,Media,2.4,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-24
283,María Quispe,San Martín de Porres,Pechuga de pollo (kg),2.0,Alta,10.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-24
284,José García,San Isidro,Plátano (kg),2.0,Alta,1.8,Wong San Isidro,Supermercado,San Isidro,2025-06-24
285,Ana Torres,Pueblo Libre,Detergente líquido 1L,1.0,Baja,6.9,Metro San Borja,Supermercado,San Borja,2025-06-23
286,Carlos López,San Borja,Huevos (docena),1.0,Alta,11.1,Vivanda La Molina,Supermercado,La Molina,2025-06-23
287,Laura Sánchez,Lince,Tomate (kg),2.0,Media,2.5,Tottus Lince,Supermercado,Lince,2025-06-23
288,Kevin Pardo,Miraflores,Aceite (litro),1.0,Alta,9.1,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-22
289,María Quispe,San Martín de Porres,Azúcar (kg),2.0,Media,3.4,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-22
29,María Quispe,San Martín de Porres,Arroz (kg),3.0,Alta,4.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-17
290,José García,San Isidro,Pasta (paquete),3.0,Baja,2.0,Wong San Isidro,Supermercado,San Isidro,2025-06-22
291,Ana Torres,Pueblo Libre,Frijoles (kg),2.0,Alta,4.0,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-06-21
292,Carlos López,San Borja,Papa (kg),3.0,Media,1.0,Bodega La Esquina,Bodega,Miraflores,2025-06-21
293,Laura Sánchez,Lince,Cebolla (kg),2.0,Alta,1.4,Tottus Jesús María,Supermercado,Jesús María,2025-06-21
294,Kevin Pardo,Miraflores,Atún (lata),3.0,Media,5.3,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-20
295,María Quispe,San Martín de Porres,Galletas (paquete),2.0,Baja,3.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-20
296,José García,San Isidro,Jugo (litro),2.0,Media,4.5,Wong San Isidro,Supermercado,San Isidro,2025-06-20
297,Ana Torres,Pueblo Libre,Café (paquete),1.0,Alta,13.9,Metro San Borja,Supermercado,San Borja,2025-06-19
298,Carlos López,San Borja,Té (paquete),1.0,Baja,2.5,Vivanda La Molina,Supermercado,La Molina,2025-06-19
299,Laura Sánchez,Lince,Harina (kg),2.0,Media,3.2,Tottus Lince,Supermercado,Lince,2025-06-19
3,Kevin Pardo,Miraflores,Pechuga de pollo (kg),1.5,Alta,12.0,Tottus San Isidro,Supermercado,San Isidro,2025-09-26
3,Kevin Pardo,Miraflores,Pechuga de pollo (kg),1.5,Alta,10.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-26
30,José García,San Isidro,Leche evaporada 400g,2.0,Media,3.2,Bodega La Esquina,Bodega,Miraflores,2025-09-16
300,Kevin Pardo,Miraflores,Sal (kg),1.0,Alta,0.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-18
301,María Quispe,San Martín de Porres,Mayonesa (frasco),1.0,Baja,5.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-18
302,José García,San Isidro,Ketchup (frasco),1.0,Media,4.0,Wong San Isidro,Supermercado,San Isidro,2025-06-18
303,Ana Torres,Pueblo Libre,Lentejas (kg),2.0,Alta,3.8,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-06-17
304,Carlos López,San Borja,Shampoo (frasco),1.0,Baja,10.9,Vivanda La Molina,Supermercado,La Molina,2025-06-17
305,Laura Sánchez,Lince,Papel higiénico (paquete),2.0,Alta,7.5,Tottus Lince,Supermercado,Lince,2025-06-17
306,Kevin Pardo,Miraflores,Queso (kg),1.0,Media,18.9,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-16
307,María Quispe,San Martín de Porres,Yogurt (unidad),3.0,Baja,2.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-16
308,José García,San Isidro,Manzana (kg),2.0,Alta,5.0,Wong San Isidro,Supermercado,San Isidro,2025-06-16
309,Ana Torres,Pueblo Libre,Arroz (kg),3.0,Alta,3.1,Metro San Borja,Supermercado,San Borja,2025-06-15
31,Kevin Pardo,Miraflores,Pechuga de pollo (kg),2.0,Alta,11.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-16
310,Carlos López,San Borja,Leche evaporada 400g,2.0,Media,2.3,Bodega La Esquina,Bodega,Miraflores,2025-06-15
311,Laura Sánchez,Lince,Pechuga de pollo (kg),2.0,Alta,10.6,Tottus Jesús María,Supermercado,Jesús María,2025-06-15
312,Kevin Pardo,Miraflores,Plátano (kg),2.0,Alta,1.7,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-14
313,María Quispe,San Martín de Porres,Detergente líquido 1L,1.0,Baja,6.8,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-14
314,José García,San Isidro,Huevos (docena),1.0,Alta,11.0,Wong San Isidro,Supermercado,San Isidro,2025-06-14
315,Ana Torres,Pueblo Libre,Tomate (kg),2.0,Media,2.4,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-06-13
316,Carlos López,San Borja,Aceite (litro),1.0,Alta,9.0,Vivanda La Molina,Supermercado,La Molina,2025-06-13
317,Laura Sánchez,Lince,Azúcar (kg),2.0,Media,3.3,Tottus Lince,Supermercado,Lince,2025-06-13
318,Kevin Pardo,Miraflores,Pasta (paquete),3.0,Baja,1.9,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-12
319,María Quispe,San Martín de Porres,Frijoles (kg),2.0,Alta,3.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-12
32,María Quispe,San Martín de Porres,Plátano (kg),2.0,Alta,2.7,Mercado Surquillo,Mercado,Surquillo,2025-09-16
320,José García,San Isidro,Papa (kg),3.0,Media,0.9,Wong San Isidro,Supermercado,San Isidro,2025-06-12
321,Ana Torres,Pueblo Libre,Cebolla (kg),2.0,Alta,1.3,Metro San Borja,Supermercado,San Borja,2025-06-11
322,Carlos López,San Borja,Atún (lata),3.0,Media,5.2,Bodega La Esquina,Bodega,Miraflores,2025-06-11
323,Laura Sánchez,Lince,Galletas (paquete),2.0,Baja,2.9,Tottus Jesús María,Supermercado,Jesús María,2025-06-11
324,Kevin Pardo,Miraflores,Jugo (litro),2.0,Media,4.4,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-10
325,María Quispe,San Martín de Porres,Café (paquete),1.0,Alta,13.8,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-10
326,José García,San Isidro,Té (paquete),1.0,Baja,2.4,Wong San Isidro,Supermercado,San Isidro,2025-06-10
327,Ana Torres,Pueblo Libre,Harina (kg),2.0,Media,3.1,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-06-09
328,Carlos López,San Borja,Sal (kg),1.0,Alta,0.4,Vivanda La Molina,Supermercado,La Molina,2025-06-09
329,Laura Sánchez,Lince,Mayonesa (frasco),1.0,Baja,4.9,Tottus Lince,Supermercado,Lince,2025-06-09
33,Ana Torres,Pueblo Libre,Detergente líquido 1L,1.0,Baja,7.8,Tottus Jesús María,Supermercado,Jesús María,2025-09-15
330,Kevin Pardo,Miraflores,Ketchup (frasco),1.0,Media,3.9,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-08
331,María Quispe,San Martín de Porres,Lentejas (kg),2.0,Alta,3.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-08
332,José García,San Isidro,Shampoo (frasco),1.0,Baja,10.8,Wong San Isidro,Supermercado,San Isidro,2025-06-08
333,Ana Torres,Pueblo Libre,Papel higiénico (paquete),2.0,Alta,7.4,Metro San Borja,Supermercado,San Borja,2025-06-07
334,Carlos López,San Borja,Queso (kg),1.0,Media,18.8,Vivanda La Molina,Supermercado,La Molina,2025-06-07
335,Laura Sánchez,Lince,Yogurt (unidad),3.0,Baja,2.4,Tottus Lince,Supermercado,Lince,2025-06-07
336,Kevin Pardo,Miraflores,Manzana (kg),2.0,Alta,4.9,Plaza Vea Miraflores,Supermercado,Miraflores,2025-06-06
337,María Quispe,San Martín de Porres,Arroz (kg),3.0,Alta,3.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-06-06
338,José García,San Isidro,Leche evaporada 400g,2.0,Media,2.2,Wong San Isidro,Supermercado,San Isidro,2025-06-06
339,Ana Torres,Pueblo Libre,Pechuga de pollo (kg),2.0,Alta,10.5,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-06-05
34,Carlos López,San Borja,Huevos (docena),1.0,Alta,12.0,Metro San Borja,Supermercado,San Borja,2025-09-15
340,Carlos López,San Borja,Plátano (kg),2.0,Alta,1.6,Bodega La Esquina,Bodega,Miraflores,2025
35,Laura Sánchez,Lince,Tomate (kg),2.0,Media,3.4,Bodega San Miguel,Bodega,San Miguel,2025-09-15
36,José García,San Isidro,Aceite (litro),1.0,Alta,10.0,Wong San Isidro,Supermercado,San Isidro,2025-09-14
37,Kevin Pardo,Miraflores,Azúcar (kg),2.0,Media,4.3,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-14
38,María Quispe,San Martín de Porres,Pasta (paquete),3.0,Baja,2.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-14
39,Ana Torres,Pueblo Libre,Frijoles (kg),2.0,Alta,4.9,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-09-13
4,María Quispe,San Martín de Porres,Plátano (kg),3.0,Alta,2.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-26
4,María Quispe,San Martín de Porres,Plátano (kg),3.0,Alta,2.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-26
40,Carlos López,San Borja,Papa (kg),3.0,Media,1.9,Vivanda La Molina,Supermercado,La Molina,2025-09-13
41,Laura Sánchez,Lince,Cebolla (kg),2.0,Alta,2.3,Tottus Lince,Supermercado,Lince,2025-09-13
42,Kevin Pardo,Miraflores,Atún (lata),3.0,Media,6.2,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-12
43,María Quispe,San Martín de Porres,Galletas (paquete),2.0,Baja,3.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-12
44,José García,San Isidro,Jugo (litro),2.0,Media,5.4,Wong San Isidro,Supermercado,San Isidro,2025-09-12
45,Ana Torres,Pueblo Libre,Café (paquete),1.0,Alta,14.8,Metro San Borja,Supermercado,San Borja,2025-09-11
46,Carlos López,San Borja,Té (paquete),1.0,Baja,3.4,Bodega La Esquina,Bodega,Miraflores,2025-09-11
47,Laura Sánchez,Lince,Harina (kg),2.0,Media,4.1,Tottus Jesús María,Supermercado,Jesús María,2025-09-11
48,Kevin Pardo,Miraflores,Sal (kg),1.0,Alta,1.4,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-10
49,María Quispe,San Martín de Porres,Mayonesa (frasco),1.0,Baja,5.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-10
5,María Quispe,San Martín de Porres,Detergente líquido 1L,1.0,Baja,8.0,Bodega La Esquina,Bodega,Miraflores,2025-09-26
5,María Quispe,San Martín de Porres,Detergente líquido 1L,1.0,Baja,7.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-26
50,José García,San Isidro,Ketchup (frasco),1.0,Media,4.9,Wong San Isidro,Supermercado,San Isidro,2025-09-10
51,Ana Torres,Pueblo Libre,Lentejas (kg),2.0,Alta,4.7,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-09-09
52,Carlos López,San Borja,Shampoo (frasco),1.0,Baja,11.8,Vivanda La Molina,Supermercado,La Molina,2025-09-09
53,Laura Sánchez,Lince,Papel higiénico (paquete),2.0,Alta,8.4,Tottus Lince,Supermercado,Lince,2025-09-09
54,Kevin Pardo,Miraflores,Queso (kg),1.0,Media,19.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-08
55,María Quispe,San Martín de Porres,Yogurt (unidad),3.0,Baja,3.4,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-08
56,José García,San Isidro,Manzana (kg),2.0,Alta,5.9,Wong San Isidro,Supermercado,San Isidro,2025-09-08
57,Ana Torres,Pueblo Libre,Arroz (kg),3.0,Alta,4.1,Metro San Borja,Supermercado,San Borja,2025-09-07
58,Carlos López,San Borja,Leche evaporada 400g,2.0,Media,3.3,Bodega La Esquina,Bodega,Miraflores,2025-09-07
59,Laura Sánchez,Lince,Pechuga de pollo (kg),2.0,Alta,11.6,Tottus Jesús María,Supermercado,Jesús María,2025-09-07
6,José García,San Isidro,Huevos (docena),1.0,Alta,12.5,Wong San Isidro,Supermercado,San Isidro,2025-09-25
6,José García,San Isidro,Huevos (docena),1.0,Alta,11.8,Mercado Surquillo,Mercado,Surquillo,2025-09-25
60,Kevin Pardo,Miraflores,Plátano (kg),2.0,Alta,2.6,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-06
61,María Quispe,San Martín de Porres,Detergente líquido 1L,1.0,Baja,7.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-06
62,José García,San Isidro,Huevos (docena),1.0,Alta,11.9,Wong San Isidro,Supermercado,San Isidro,2025-09-06
63,Ana Torres,Pueblo Libre,Tomate (kg),2.0,Media,3.3,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-09-05
64,Carlos López,San Borja,Aceite (litro),1.0,Alta,9.9,Vivanda La Molina,Supermercado,La Molina,2025-09-05
65,Laura Sánchez,Lince,Azúcar (kg),2.0,Media,4.2,Tottus Lince,Supermercado,Lince,2025-09-05
66,Kevin Pardo,Miraflores,Pasta (paquete),3.0,Baja,2.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-04
67,María Quispe,San Martín de Porres,Frijoles (kg),2.0,Alta,4.8,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-04
68,José García,San Isidro,Papa (kg),3.0,Media,1.8,Wong San Isidro,Supermercado,San Isidro,2025-09-04
69,Ana Torres,Pueblo Libre,Cebolla (kg),2.0,Alta,2.2,Metro San Borja,Supermercado,San Borja,2025-09-03
7,José García,San Isidro,Tomate (kg),2.0,Media,3.6,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-09-25
7,José García,San Isidro,Tomate (kg),2.0,Media,3.2,Mercado Surquillo,Mercado,Surquillo,2025-09-25
70,Carlos López,San Borja,Atún (lata),3.0,Media,6.1,Bodega La Esquina,Bodega,Miraflores,2025-09-03
71,Laura Sánchez,Lince,Galletas (paquete),2.0,Baja,3.8,Tottus Jesús María,Supermercado,Jesús María,2025-09-03
72,Kevin Pardo,Miraflores,Jugo (litro),2.0,Media,5.3,Plaza Vea Miraflores,Supermercado,Miraflores,2025-09-02
73,María Quispe,San Martín de Porres,Café (paquete),1.0,Alta,14.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-09-02
74,José García,San Isidro,Té (paquete),1.0,Baja,3.3,Wong San Isidro,Supermercado,San Isidro,2025-09-02
75,Ana Torres,Pueblo Libre,Harina (kg),2.0,Media,4.0,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-09-01
76,Carlos López,San Borja,Sal (kg),1.0,Alta,1.3,Vivanda La Molina,Supermercado,La Molina,2025-09-01
77,Laura Sánchez,Lince,Mayonesa (frasco),1.0,Baja,5.8,Tottus Lince,Supermercado,Lince,2025-09-01
78,Kevin Pardo,Miraflores,Ketchup (frasco),1.0,Media,4.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-08-31
79,María Quispe,San Martín de Porres,Lentejas (kg),2.0,Alta,4.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-08-31
8,José García,San Isidro,Aceite (litro),1.0,Alta,10.2,Vivanda La Molina,Supermercado,La Molina,2025-09-25
80,José García,San Isidro,Shampoo (frasco),1.0,Baja,11.7,Wong San Isidro,Supermercado,San Isidro,2025-08-31
81,Ana Torres,Pueblo Libre,Papel higiénico (paquete),2.0,Alta,8.3,Metro San Borja,Supermercado,San Borja,2025-08-30
82,Carlos López,San Borja,Queso (kg),1.0,Media,19.7,Vivanda La Molina,Supermercado,La Molina,2025-08-30
83,Laura Sánchez,Lince,Yogurt (unidad),3.0,Baja,3.3,Tottus Lince,Supermercado,Lince,2025-08-30
84,Kevin Pardo,Miraflores,Manzana (kg),2.0,Alta,5.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-08-29
85,María Quispe,San Martín de Porres,Arroz (kg),3.0,Alta,3.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-08-29
86,José García,San Isidro,Leche evaporada 400g,2.0,Media,3.1,Wong San Isidro,Supermercado,San Isidro,2025-08-29
87,Ana Torres,Pueblo Libre,Pechuga de pollo (kg),2.0,Alta,11.4,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-08-28
88,Carlos López,San Borja,Plátano (kg),2.0,Alta,2.5,Bodega La Esquina,Bodega,Miraflores,2025-08-28
89,Laura Sánchez,Lince,Detergente líquido 1L,1.0,Baja,7.6,Tottus Jesús María,Supermercado,Jesús María,2025-08-28
9,Ana Torres,Pueblo Libre,Azúcar (kg),2.0,Media,4.5,Plaza Vea Pueblo Libre,Supermercado,Pueblo Libre,2025-09-24
9,Ana Torres,Pueblo Libre,Azúcar (kg),2.0,Media,4.0,Bodega San Miguel,Bodega,San Miguel,2025-09-24
90,Kevin Pardo,Miraflores,Huevos (docena),1.0,Alta,11.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-08-27
91,María Quispe,San Martín de Porres,Tomate (kg),2.0,Media,3.2,Mercado Central SMP,Mercado,San Martín de Porres,2025-08-27
92,José García,San Isidro,Aceite (litro),1.0,Alta,9.8,Wong San Isidro,Supermercado,San Isidro,2025-08-27
93,Ana Torres,Pueblo Libre,Azúcar (kg),2.0,Media,4.1,Metro San Borja,Supermercado,San Borja,2025-08-26
94,Carlos López,San Borja,Pasta (paquete),3.0,Baja,2.7,Vivanda La Molina,Supermercado,La Molina,2025-08-26
95,Laura Sánchez,Lince,Frijoles (kg),2.0,Alta,4.7,Tottus Lince,Supermercado,Lince,2025-08-26
96,Kevin Pardo,Miraflores,Papa (kg),3.0,Media,1.7,Plaza Vea Miraflores,Supermercado,Miraflores,2025-08-25
97,María Quispe,San Martín de Porres,Cebolla (kg),2.0,Alta,2.1,Mercado Central SMP,Mercado,San Martín de Porres,2025-08-25
98,José García,San Isidro,Atún (lata),3.0,Media,6.0,Wong San Isidro,Supermercado,San Isidro,2025-08-25
99,Ana Torres,Pueblo Libre,Galletas (paquete),2.0,Baja,3.7,Metro Santiago de Surco,Supermercado,Santiago de Surco,2025-08-24
72,Carla Huamán,Callao,Pescado bonito (kg),2.0,Alta,9.8,Mercado Callao,Mercado,Callao,2025-09-26
10,Carla Huamán,Callao,Pescado bonito (kg),2.0,Alta,11.2,Tottus Callao,Supermercado,Callao,2025-09-26
11,Ricardo López,La Molina,Queso fresco (kg),1.0,Media,18.5,Wong La Molina,Supermercado,La Molina,2025-09-26
11,Ricardo López,La Molina,Queso fresco (kg),1.0,Media,16.9,Mercado La Molina,Mercado,La Molina,2025-09-26
12,Sofía Vargas,San Isidro,Aceite vegetal 1L,2.0,Alta,10.5,Metro San Isidro,Supermercado,San Isidro,2025-09-26
12,Sofía Vargas,San Isidro,Aceite vegetal 1L,2.0,Alta,9.7,Bodega El Ahorro,Bodega,San Isidro,2025-09-26
13,Juan Carlos Díaz,Villa El Salvador,Papa blanca (kg),5.0,Alta,2.2,Mercado VES,Mercado,Villa El Salvador,2025-09-26
13,Juan Carlos Díaz,Villa El Salvador,Papa blanca (kg),5.0,Alta,2.6,Plaza Vea VES,Supermercado,Villa El Salvador,2025-09-26
14,Elena Rojas,Chorrillos,Galletas paquete 6u,3.0,Media,4.8,Bodega Chorrillos,Bodega,Chorrillos,2025-09-26
15,Pedro Castillo,SMP,Azúcar rubia (kg),2.0,Alta,3.4,Mercado Central SMP,Mercado,SMP,2025-09-26
541,Kevin Pardo,Miraflores,Azúcar (kg),2.0,Media,3.3,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-30
542,María Quispe,San Martín de Porres,Pasta (paquete),3.0,Baja,1.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-30
543,José García,San Isidro,Frijoles (kg),2.0,Alta,3.9,Wong San Isidro,Supermercado,San Isidro,2025-03-30
544,Ana Torres,Pueblo Libre,Papa (kg),3.0,Media,1.0,Metro San Borja,Supermercado,San Borja,2025-03-29
545,Carlos López,San Borja,Cebolla (kg),2.0,Alta,1.4,Bodega La Esquina,Bodega,Miraflores,2025-03-29
546,Laura Sánchez,Lince,Atún (lata),3.0,Media,5.3,Tottus Lince,Supermercado,Lince,2025-03-29
547,Carla Huamán,Surquillo,Galletas (paquete),2.0,Baja,3.0,Mercado Surquillo,Mercado,Surquillo,2025-03-28
548,Ricardo López,Jesús María,Jugo (litro),2.0,Media,4.4,Tottus Jesús María,Supermercado,Jesús María,2025-03-28
549,Sofía Vargas,La Molina,Café (paquete),1.0,Alta,13.8,Vivanda La Molina,Supermercado,La Molina,2025-03-28
550,Juan Carlos Díaz,San Miguel,Té (paquete),1.0,Baja,2.5,Bodega San Miguel,Bodega,San Miguel,2025-03-27
551,Elena Rojas,Miraflores,Harina (kg),2.0,Media,3.2,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-27
552,Pedro Castillo,San Martín de Porres,Sal (kg),1.0,Alta,0.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-27
553,Kevin Pardo,Miraflores,Mayonesa (frasco),1.0,Baja,5.0,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-26
